Date,Open,High,Low,Close,Adj Close,Volume
2019-03-11,171.6,174.3,171.58,172.07,172.07,18884000
2019-03-12,172.09,173.8,171.22,171.92,171.92,12155300
2019-03-13,172.32,174.03,172.12,173.37,173.37,11973300
2019-03-14,169.76,171.15,168.16,170.17,170.17,18037400
2019-03-15,167.16,167.58,162.51,165.98,165.98,37135400
2019-03-18,163.57,163.9,159.28,160.47,160.47,37524200
2019-03-19,161.48,163.82,160.82,161.57,161.57,25611500
2019-03-20,161.5,166.12,161.24,165.44,165.44,20211500
2019-03-21,164.89,166.39,163.75,166.08,166.08,16223000
2019-03-22,165.65,167.42,164.09,164.34,164.34,16389200
2019-03-25,163.0,166.54,162.0,166.29,166.29,12631200
2019-03-26,167.35,169.45,166.35,167.68,167.68,15437900
2019-03-27,167.85,168.94,164.79,165.87,165.87,10620300
2019-03-28,164.57,166.72,163.33,165.55,165.55,10443000
2019-03-29,166.39,167.19,164.81,166.69,166.69,13455500
2019-04-01,167.83,168.9,167.28,168.7,168.7,10381500
2019-04-02,170.14,174.9,169.55,174.2,174.2,23946500
2019-04-03,174.5,177.96,172.95,173.54,173.54,27391100
2019-04-04,176.02,178.0,175.53,176.02,176.02,17847700
2019-04-05,176.88,177.0,175.1,175.72,175.72,9594100
2019-04-08,175.21,175.5,174.23,174.93,174.93,7297400
2019-04-09,175.62,179.19,175.55,177.58,177.58,19751000
2019-04-10,178.18,178.79,176.54,177.82,177.82,11701500
2019-04-11,178.24,178.4,177.0,177.51,177.51,8071000
2019-04-12,178.0,179.63,177.95,179.1,179.1,12329800
2019-04-15,178.5,180.5,176.87,179.65,179.65,10834800
2019-04-16,179.0,180.17,178.3,178.87,178.87,11215200
2019-04-17,179.6,180.74,178.36,178.78,178.78,9973700
2019-04-18,178.8,178.88,177.34,178.28,178.28,11655600
2019-04-22,178.25,181.67,178.25,181.44,181.44,13389900
2019-04-23,182.74,184.22,181.48,183.78,183.78,19954800
2019-04-24,184.49,185.14,181.65,182.58,182.58,37289900
2019-04-25,196.98,198.48,192.12,193.26,193.26,54148800
2019-04-26,192.5,192.9,189.09,191.49,191.49,22075000
2019-04-29,190.95,195.41,190.65,194.78,194.78,19641300
2019-04-30,194.19,197.39,192.28,193.4,193.4,23494700
2019-05-01,194.78,196.18,193.01,193.03,193.03,15996600
2019-05-02,193.0,194.0,189.75,192.53,192.53,13209500
2019-05-03,194.38,196.16,193.71,195.47,195.47,14575400
2019-05-06,191.24,194.28,190.55,193.88,193.88,13994900
2019-05-07,192.54,192.9,187.85,189.77,189.77,16253000
2019-05-08,189.39,190.72,188.55,189.54,189.54,12505700
2019-05-09,187.2,189.77,186.26,188.65,188.65,12967000
2019-05-10,188.25,190.0,184.59,188.34,188.34,12578500
2019-05-13,183.5,185.43,180.84,181.54,181.54,16833300
2019-05-14,182.52,183.49,178.1,180.73,180.73,17628100
2019-05-15,180.42,187.28,180.02,186.27,186.27,16746900
2019-05-16,185.05,188.58,185.05,186.99,186.99,12953100
2019-05-17,184.84,187.58,184.28,185.3,185.3,10485400
2019-05-20,181.88,184.23,181.37,182.72,182.72,10352000
2019-05-21,184.57,185.7,183.89,184.82,184.82,7502800
2019-05-22,184.73,186.74,183.61,185.32,185.32,9213800
2019-05-23,182.42,183.9,179.67,180.87,180.87,12768800
2019-05-24,182.33,183.63,180.83,181.06,181.06,8807700
2019-05-28,181.54,184.71,181.45,184.31,184.31,14843300
2019-05-29,183.5,184.56,181.35,182.19,182.19,12797700
2019-05-30,183.08,183.48,180.89,183.01,183.01,8581500
2019-05-31,180.28,180.54,177.16,177.47,177.47,15226500
2019-06-03,175.0,175.05,161.01,164.15,164.15,56059600
2019-06-04,163.71,168.28,160.84,167.5,167.5,46044300
2019-06-05,167.48,168.72,164.63,168.17,168.17,19758300
2019-06-06,168.3,169.7,167.23,168.33,168.33,12446400
2019-06-07,170.17,173.87,168.84,173.35,173.35,16917300
2019-06-10,174.75,177.86,173.8,174.82,174.82,14767900
2019-06-11,178.48,179.98,176.79,178.1,178.1,15266600
2019-06-12,178.38,179.27,172.88,175.04,175.04,17699800
2019-06-13,175.53,178.03,174.61,177.47,177.47,12253600
2019-06-14,180.51,181.84,180.0,181.33,181.33,16773700
2019-06-17,185.01,189.5,184.41,189.01,189.01,29459900
2019-06-18,194.0,194.53,187.28,188.47,188.47,37571400
2019-06-19,187.0,188.1,184.55,187.48,187.48,21417100
2019-06-20,190.95,191.16,187.64,189.53,189.53,14635700
2019-06-21,188.75,192.0,188.75,191.14,191.14,22751200
2019-06-24,192.42,193.98,191.57,192.6,192.6,15509000
2019-06-25,192.88,193.14,188.13,188.84,188.84,16750300
2019-06-26,189.54,190.76,187.31,187.66,187.66,12808600
2019-06-27,189.88,198.88,188.27,189.5,189.5,11159000
2019-06-28,190.55,193.2,189.94,193.0,193.0,16378900
2019-07-01,195.21,195.28,191.93,193.0,193.0,14181800
2019-07-02,193.0,195.0,192.71,195.0,195.0,9050000
2019-07-03,194.16,197.4,194.16,197.2,197.2,10246100
2019-07-05,196.18,197.07,194.17,196.4,196.4,11164100
2019-07-08,195.19,196.68,193.64,195.76,195.76,9723900
2019-07-09,194.97,199.46,194.89,199.21,199.21,14698600
2019-07-10,200.0,202.96,199.67,202.73,202.73,20571700
2019-07-11,203.26,203.8,200.21,201.23,201.23,13678500
2019-07-12,199.68,205.3,199.16,204.87,204.87,15366300
2019-07-15,204.25,205.33,201.82,203.91,203.91,16030300
2019-07-16,203.89,205.47,203.1,203.84,203.84,12132700
2019-07-17,204.18,204.36,201.59,201.8,201.8,12083700
2019-07-18,200.15,202.47,199.38,200.78,200.78,11937900
2019-07-19,202.18,202.33,198.07,198.36,198.36,12098300
2019-07-22,199.91,202.57,198.81,202.32,202.32,13589000
2019-07-23,202.84,204.24,200.96,202.36,202.36,14583700
2019-07-24,197.63,204.81,197.22,204.66,204.66,32532500
2019-07-25,206.7,208.66,198.26,200.71,200.71,39889900
2019-07-26,200.19,202.88,196.25,199.75,199.75,24434000
2019-07-29,199.0,199.63,195.3,195.94,195.94,16530800
2019-07-30,195.39,198.71,193.5,197.04,197.04,11903600
2019-07-31,196.95,198.76,192.68,194.23,194.23,14593500
2019-08-01,194.17,198.47,190.88,192.73,192.73,17777000
2019-08-02,191.1,192.62,188.07,189.02,189.02,15297000
2019-08-05,184.69,185.67,179.34,181.73,181.73,23086700
2019-08-06,183.69,185.79,183.09,184.51,184.51,18035700
2019-08-07,183.6,186.37,181.22,185.15,185.15,15833200
2019-08-08,186.62,190.34,184.05,190.16,190.16,14828900
2019-08-09,190.0,190.98,187.12,187.85,187.85,11058800
2019-08-12,186.85,187.59,184.46,185.37,185.37,10930900
2019-08-13,185.52,191.38,185.37,188.45,188.45,13577000
2019-08-14,185.8,185.99,179.31,179.71,179.71,18903700
2019-08-15,180.95,183.2,180.03,182.59,182.59,12925900
2019-08-16,183.75,185.1,182.36,183.7,183.7,12654600
2019-08-19,186.01,187.5,184.85,186.17,186.17,9691200
2019-08-20,185.45,186.0,182.39,183.81,183.81,10083400
2019-08-21,185.0,185.9,183.14,183.55,183.55,8398200
2019-08-22,183.43,184.11,179.91,182.04,182.04,10821400
2019-08-23,180.84,183.13,176.66,177.75,177.75,17323400
2019-08-26,179.4,180.5,178.24,180.36,180.36,8773600
2019-08-27,181.93,184.04,181.01,181.3,181.3,14399600
2019-08-28,180.53,181.95,178.92,181.76,181.76,9386100
2019-08-29,183.77,186.08,183.47,185.57,185.57,10128700
2019-08-30,186.78,186.8,183.46,185.67,185.67,10774500
2019-09-03,184.0,185.67,182.11,182.39,182.39,9779400
2019-09-04,184.65,187.75,183.89,187.14,187.14,11308000
2019-09-05,188.53,191.36,187.94,190.9,190.9,13876700
2019-09-06,190.21,190.21,186.35,187.49,187.49,15226800
2019-09-09,187.73,188.98,185.85,188.76,188.76,14722400
2019-09-10,187.44,188.1,184.55,186.17,186.17,15455900
2019-09-11,186.46,189.44,186.08,188.49,188.49,11761700
2019-09-12,189.86,190.93,187.23,187.47,187.47,11419800
2019-09-13,187.33,187.97,186.54,187.19,187.19,11441100
2019-09-16,186.93,187.79,185.77,186.22,186.22,8444800
2019-09-17,186.66,188.32,185.54,188.08,188.08,9671100
2019-09-18,188.09,189.08,186.01,188.14,188.14,9681900
2019-09-19,188.66,191.1,188.15,190.14,190.14,10392700
2019-09-20,190.66,193.1,188.12,189.93,189.93,19934200
2019-09-23,189.34,190.1,185.21,186.82,186.82,13327600
2019-09-24,187.98,188.04,180.39,181.28,181.28,18546600
2019-09-25,181.45,183.42,177.87,182.8,182.8,18068300
2019-09-26,181.33,181.4,177.67,180.11,180.11,16083300
2019-09-27,180.49,180.76,175.66,177.1,177.1,14656200
2019-09-30,177.87,178.67,176.85,178.08,178.08,10740000
2019-10-01,179.15,179.84,174.88,175.81,175.81,17073000
2019-10-02,174.84,176.53,173.09,174.6,174.6,16151700
2019-10-03,175.57,179.84,173.63,179.38,179.38,16086300
2019-10-04,179.55,180.98,178.1,180.45,180.45,10430200
2019-10-07,180.0,181.18,178.09,179.68,179.68,9178300
2019-10-08,178.26,180.37,177.72,177.75,177.75,9466900
2019-10-09,179.16,180.72,177.94,179.85,179.85,7556900
2019-10-10,180.32,181.61,179.17,180.03,180.03,8605000
2019-10-11,182.15,186.49,182.14,184.19,184.19,14930500
2019-10-14,184.2,184.62,182.57,183.28,183.28,7006000
2019-10-15,183.8,190.38,183.66,188.89,188.89,15039100
2019-10-16,188.32,189.7,186.9,189.55,189.55,10516900
2019-10-17,190.3,190.84,188.77,190.39,190.39,9603000
2019-10-18,190.23,191.49,183.92,185.85,185.85,16874200
2019-10-21,187.04,189.91,186.75,189.76,189.76,8122600
2019-10-22,190.0,190.65,181.5,182.34,182.34,19537600
2019-10-23,182.01,186.38,182.0,186.15,186.15,12300400
2019-10-24,184.62,186.73,182.8,186.38,186.38,11413500
2019-10-25,185.83,189.0,185.09,187.89,187.89,8061200
2019-10-28,187.2,189.53,185.08,189.4,189.4,13657900
2019-10-29,191.69,192.53,188.47,189.31,189.31,13574900
2019-10-30,189.56,190.45,185.98,188.25,188.25,28734600
2019-10-31,196.7,198.09,188.25,191.65,191.65,42286500
2019-11-01,192.85,194.11,189.91,193.62,193.62,21711800
2019-11-04,194.55,197.37,193.81,194.72,194.72,16371300
2019-11-05,195.37,195.75,193.6,194.32,194.32,9942000
2019-11-06,194.03,194.37,191.35,191.55,191.55,10973000
2019-11-07,191.91,193.44,189.47,190.42,190.42,13473000
2019-11-08,190.0,192.34,189.7,190.84,190.84,10760800
2019-11-11,189.93,190.08,188.54,189.61,189.61,8631200
2019-11-12,190.0,195.06,189.74,194.47,194.47,17615500
2019-11-13,194.7,195.7,192.74,193.19,193.19,10860700
2019-11-14,192.93,194.03,191.45,193.15,193.15,9040500
2019-11-15,194.26,195.3,193.38,195.1,195.1,11524300
2019-11-18,194.56,198.63,193.05,197.4,197.4,16167200
2019-11-19,197.4,200.0,196.86,199.32,199.32,19056800
2019-11-20,198.58,199.59,195.43,197.51,197.51,12355400
2019-11-21,197.42,199.09,196.86,197.93,197.93,12131000
2019-11-22,198.38,199.3,197.62,198.82,198.82,9959800
2019-11-25,199.52,200.97,199.25,199.79,199.79,15272300
2019-11-26,200.0,200.15,198.04,198.97,198.97,11735500
2019-11-27,199.9,203.14,199.42,202.0,202.0,12736600
2019-11-29,201.6,203.8,201.21,201.64,201.64,7985200
2019-12-02,202.13,202.18,198.05,199.7,199.7,11503400
2019-12-03,197.6,198.93,195.08,198.82,198.82,11595300
2019-12-04,200.0,200.03,198.05,198.71,198.71,8456300
2019-12-05,199.86,201.29,198.21,199.36,199.36,9740400
2019-12-06,200.5,201.57,200.06,201.05,201.05,12270600
2019-12-09,200.65,203.14,200.21,201.34,201.34,11954800
2019-12-10,201.66,202.05,200.15,200.87,200.87,9475700
2019-12-11,200.28,202.63,200.28,202.26,202.26,8036800
2019-12-12,202.35,203.66,194.1,196.75,196.75,23734800
2019-12-13,196.4,196.8,193.17,194.11,194.11,18798000
2019-12-16,195.27,199.12,194.81,197.92,197.92,14911500
2019-12-17,198.84,199.0,196.13,198.39,198.39,10175700
2019-12-18,200.09,204.3,200.09,202.5,202.5,23274400
2019-12-19,202.78,206.3,202.51,206.06,206.06,16514600
2019-12-20,207.48,207.71,203.43,206.3,206.3,27306900
2019-12-23,206.7,208.59,205.68,206.18,206.18,13348900
2019-12-24,206.3,206.79,205.0,205.12,205.12,6046300
2019-12-26,205.57,207.82,205.31,207.79,207.79,9350700
2019-12-27,208.67,208.93,206.59,208.1,208.1,10284200
2019-12-30,207.86,207.9,203.9,204.41,204.41,10524300
2019-12-31,204.0,205.56,203.6,205.25,205.25,8953500
2020-01-02,206.75,209.79,206.27,209.78,209.78,12077100
2020-01-03,207.21,210.4,206.95,208.67,208.67,11188400
2020-01-06,206.7,212.78,206.52,212.6,212.6,17058900
2020-01-07,212.82,214.58,211.75,213.06,213.06,14912400
2020-01-08,213.0,216.24,212.61,215.22,215.22,13475000
2020-01-09,217.54,218.38,216.28,218.3,218.3,12642800
2020-01-10,219.2,219.88,217.42,218.06,218.06,12119400
2020-01-13,219.6,221.97,219.21,221.91,221.91,14463400
2020-01-14,221.61,222.38,218.63,219.06,219.06,13288900
2020-01-15,220.61,221.68,220.14,221.15,221.15,10036500
2020-01-16,222.57,222.63,220.39,221.77,221.77,10015300
2020-01-17,222.03,222.29,220.53,222.14,222.14,15905900
2020-01-21,222.16,222.37,219.12,221.44,221.44,14275800
2020-01-22,222.31,222.75,221.28,221.32,221.32,12212800
2020-01-23,220.75,221.49,219.27,219.76,219.76,11195000
2020-01-24,220.8,221.78,216.11,217.94,217.94,11905800
2020-01-27,213.1,216.06,212.5,214.87,214.87,13810700
2020-01-28,216.14,218.74,213.52,217.79,217.79,13413800
2020-01-29,221.44,224.2,218.45,223.23,223.23,33181300
2020-01-30,206.53,211.43,204.75,209.53,209.53,48775500
2020-01-31,208.43,208.69,201.06,201.91,201.91,31359900
2020-02-03,203.44,205.14,202.5,204.19,204.19,15495600
2020-02-04,206.62,210.6,205.2,209.83,209.83,19628900
2020-02-05,212.51,212.73,208.71,210.11,210.11,12538200
2020-02-06,210.47,211.19,209.34,210.85,210.85,10567500
2020-02-07,210.3,212.82,209.93,212.33,212.33,12242500
2020-02-10,211.52,213.8,210.66,213.06,213.06,11856400
2020-02-11,210.19,210.86,206.51,207.19,207.19,25030800
2020-02-12,207.85,211.22,207.4,210.76,210.76,13813700
2020-02-13,209.52,214.33,209.18,213.14,213.14,15396600
2020-02-14,214.0,214.93,212.65,214.18,214.18,10741700
2020-02-18,213.55,217.98,213.4,217.8,217.8,15609200
2020-02-19,217.99,218.32,216.11,217.49,217.49,12135100
2020-02-20,216.52,218.77,212.95,214.58,214.58,13109200
2020-02-21,213.48,214.24,208.83,210.18,210.18,14092300
2020-02-24,201.8,203.65,198.17,200.72,200.72,23080100
2020-02-25,202.25,203.5,195.95,196.77,196.77,21433500
2020-02-26,197.19,201.21,195.49,197.2,197.2,16524500
2020-02-27,191.82,195.88,189.5,189.75,189.75,21682600
2020-02-28,182.7,192.74,181.82,192.47,192.47,32568900
2020-03-02,194.03,196.57,188.85,196.44,196.44,24949000
2020-03-03,196.22,197.24,183.97,185.89,185.89,27984100
2020-03-04,189.17,191.83,186.39,191.76,191.76,23062500
2020-03-05,186.78,188.99,183.89,185.17,185.17,19333400
2020-03-06,178.33,183.78,176.26,181.09,181.09,24559600
2020-03-09,169.6,175.0,165.19,169.5,169.5,29949000
2020-03-10,174.67,178.29,169.5,178.19,178.19,24517800
2020-03-11,174.01,175.88,167.66,170.24,170.24,20373900
2020-03-12,159.54,166.6,154.34,154.47,154.47,43266300
2020-03-13,163.53,170.79,157.6,170.28,170.28,35028600
2020-03-16,152.32,159.13,143.1,146.01,146.01,39120400
2020-03-17,150.74,153.94,140.0,149.42,149.42,34255600
2020-03-18,139.75,148.18,137.1,146.96,146.96,37553100
2020-03-19,146.62,159.93,144.8,153.13,153.13,39862300
2020-03-20,156.02,159.27,148.0,149.73,149.73,32568400
2020-03-23,149.66,152.31,142.25,148.1,148.1,29830800
2020-03-24,155.21,161.31,152.57,160.98,160.98,30440400
2020-03-25,158.92,162.99,153.06,156.21,156.21,35184300
2020-03-26,158.25,164.0,157.02,163.34,163.34,26556800
2020-03-27,158.2,160.09,154.75,156.79,156.79,24879900
2020-03-30,159.18,166.75,158.06,165.95,165.95,22515200
2020-03-31,165.48,170.93,164.2,166.8,166.8,23676300
2020-04-01,161.62,164.15,158.04,159.6,159.6,19507600
2020-04-02,159.1,161.35,155.92,158.19,158.19,20886300
2020-04-03,157.15,157.91,150.83,154.18,154.18,25983300
2020-04-06,160.15,166.2,158.51,165.55,165.55,28453600
2020-04-07,171.79,173.39,166.01,168.83,168.83,31411900
2020-04-08,171.25,175.0,167.74,174.28,174.28,21664200
2020-04-09,175.9,177.08,171.57,175.19,175.19,23534300
2020-04-13,173.67,175.0,169.45,174.79,174.79,19355400
2020-04-14,178.98,181.23,176.62,178.17,178.17,21011800
2020-04-15,175.19,178.19,172.82,176.97,176.97,17423000
2020-04-16,177.95,178.05,172.51,176.25,176.25,23593200
2020-04-17,179.2,180.28,176.66,179.24,179.24,20974800
2020-04-20,177.41,180.5,176.77,178.24,178.24,16110700
2020-04-21,175.25,175.38,168.34,170.8,170.8,24850500
2020-04-22,178.45,184.78,178.14,182.28,182.28,33242000
2020-04-23,184.08,187.05,183.15,185.13,185.13,21426600
2020-04-24,183.23,190.41,180.83,190.07,190.07,28792000
2020-04-27,192.66,193.75,187.41,187.5,187.5,29197800
2020-04-28,188.66,189.2,182.56,182.91,182.91,21731000
2020-04-29,190.93,196.91,190.0,194.19,194.19,45954500
2020-04-30,206.92,209.69,201.57,204.71,204.71,46230100
2020-05-01,201.6,207.28,199.05,202.27,202.27,30415600
2020-05-04,200.2,205.91,198.76,205.26,205.26,19250700
2020-05-05,207.02,210.38,206.5,207.07,207.07,21071200
2020-05-06,208.12,211.6,206.66,208.47,208.47,21857000
2020-05-07,211.16,211.6,209.04,211.26,211.26,15152000
2020-05-08,212.24,213.21,210.85,212.35,212.35,12506000
2020-05-11,210.89,215.0,210.37,213.18,213.18,12911900
2020-05-12,213.29,215.28,210.0,210.1,210.1,14704600
2020-05-13,209.43,210.78,202.11,205.1,205.1,20684600
2020-05-14,202.56,206.93,200.69,206.81,206.81,17178900
2020-05-15,205.27,211.34,204.12,210.88,210.88,19383200
2020-05-18,212.15,214.64,210.94,213.19,213.19,20151900
2020-05-19,213.27,220.49,212.83,216.88,216.88,31843200
2020-05-20,223.5,231.34,223.19,229.97,229.97,50162900
2020-05-21,234.72,237.2,231.2,231.39,231.39,47782600
2020-05-22,231.51,235.99,228.74,234.91,234.91,33925600
2020-05-26,239.77,240.9,231.67,232.2,232.2,33178300
2020-05-27,229.07,230.56,221.13,229.14,229.14,34697600
2020-05-28,224.3,231.63,224.0,225.46,225.46,29377200
2020-05-29,225.2,227.49,222.88,225.09,225.09,23241500
2020-06-01,224.59,232.44,223.5,231.91,231.91,18223800
2020-06-02,230.94,233.0,226.56,232.72,232.72,20919000
2020-06-03,232.11,232.65,228.53,230.16,230.16,15380300
2020-06-04,229.56,231.63,224.61,226.29,226.29,17041500
2020-06-05,226.71,231.35,225.31,230.77,230.77,16750400
2020-06-08,229.03,231.55,227.41,231.4,231.4,15466500
2020-06-09,231.52,239.77,230.41,238.67,238.67,27462900
2020-06-10,240.96,241.21,235.28,236.73,236.73,20720700
2020-06-11,229.94,232.89,223.55,224.43,224.43,26708200
2020-06-12,229.9,231.66,224.5,228.58,228.58,22091400
2020-06-15,225.09,233.77,224.8,232.5,232.5,15340300
2020-06-16,237.14,238.46,233.0,235.65,235.65,15236700
2020-06-17,235.0,237.59,231.73,235.53,235.53,19578100
2020-06-18,234.99,236.14,232.15,235.94,235.94,15782500
2020-06-19,237.79,240.83,235.55,238.79,238.79,30081300
2020-06-22,238.56,240.7,236.91,239.22,239.22,18917800
2020-06-23,241.28,245.19,239.86,242.24,242.24,24017900
2020-06-24,241.2,243.22,232.68,234.02,234.02,20834900
2020-06-25,234.62,237.3,232.74,235.68,235.68,18704300
2020-06-26,232.64,233.09,215.4,216.08,216.08,76343900
2020-06-29,209.75,220.75,207.11,220.64,220.64,58514300
2020-06-30,220.59,227.5,218.47,227.07,227.07,33927100
2020-07-01,228.5,239.0,227.56,237.55,237.55,43399700
2020-07-02,239.0,240.0,232.61,233.42,233.42,30633600
2020-07-06,233.76,240.4,232.27,240.28,240.28,26206200
2020-07-07,239.41,247.65,238.82,240.86,240.86,27887800
2020-07-08,238.11,246.99,236.59,243.58,243.58,29791300
2020-07-09,245.0,246.53,239.24,244.5,244.5,22174900
2020-07-10,243.69,245.49,239.32,245.07,245.07,22982700
2020-07-13,247.01,250.15,238.42,239.0,239.0,24674900
2020-07-14,236.76,240.33,232.03,239.73,239.73,23378100
2020-07-15,241.55,244.82,238.05,240.28,240.28,19133600
2020-07-16,238.0,241.76,236.33,240.93,240.93,18880700
2020-07-17,241.0,244.16,237.86,242.03,242.03,18152400
2020-07-20,240.06,246.05,235.64,245.42,245.42,20872200
2020-07-21,246.22,246.91,240.08,241.75,241.75,19364200
2020-07-22,240.26,241.9,238.12,239.87,239.87,15427900
2020-07-23,239.63,242.42,231.75,232.6,232.6,21771800
2020-07-24,230.19,233.49,226.9,230.71,230.71,18325800
2020-07-27,231.46,234.95,230.83,233.5,233.5,13163100
2020-07-28,234.63,234.96,229.83,230.12,230.12,14170100
2020-07-29,231.14,233.7,230.31,233.29,233.29,13588300
2020-07-30,230.22,234.89,229.0,234.5,234.5,20615300
2020-07-31,255.82,255.85,249.0,253.67,253.67,53005100
2020-08-03,252.65,255.4,250.33,251.96,251.96,23124900
2020-08-04,251.56,252.8,247.43,249.83,249.83,17183500
2020-08-05,250.19,252.27,247.77,249.12,249.12,13050100
2020-08-06,249.04,266.6,248.67,265.28,265.28,45241600
2020-08-07,264.08,278.89,263.43,268.44,268.44,72766400
2020-08-10,268.04,273.86,259.69,263.0,263.0,30248800
2020-08-11,260.19,265.92,255.13,256.13,256.13,28238300
2020-08-12,258.97,263.9,258.11,259.89,259.89,21415700
2020-08-13,261.55,265.16,259.57,261.3,261.3,17374000
2020-08-14,262.31,262.65,258.68,261.24,261.24,14792700
2020-08-17,262.5,264.1,259.4,261.16,261.16,13351100
2020-08-18,260.95,265.15,259.26,262.34,262.34,18690400
2020-08-19,261.39,267.91,261.35,262.59,262.59,23291500
2020-08-20,261.5,269.63,261.46,269.01,269.01,20299700
2020-08-21,268.69,270.49,266.42,267.01,267.01,15538600
2020-08-24,271.07,277.25,268.77,271.39,271.39,23685600
2020-08-25,272.41,283.09,270.26,280.82,280.82,42127200
2020-08-26,284.0,304.67,284.0,303.91,303.91,69015200
2020-08-27,300.16,301.23,292.02,293.22,293.22,30301300
2020-08-28,295.0,297.23,290.98,293.66,293.66,17157400
2020-08-31,293.95,296.88,291.55,293.2,293.2,17345100
2020-09-01,294.71,301.49,292.71,295.44,295.44,17295900
2020-09-02,298.88,303.6,293.05,302.5,302.5,24341400
2020-09-03,295.99,297.6,283.63,291.12,291.12,32294100
2020-09-04,287.25,289.0,271.14,282.73,282.73,30333700
2020-09-08,271.28,279.3,269.42,271.16,271.16,24864000
2020-09-09,275.77,278.48,271.35,273.72,273.72,22918800
2020-09-10,275.51,279.16,267.03,268.09,268.09,24814700
2020-09-11,270.06,271.39,262.64,266.61,266.61,18913900
2020-09-14,270.95,276.64,265.7,266.15,266.15,24093800
2020-09-15,270.67,274.52,269.3,272.42,272.42,18478500
2020-09-16,267.29,272.44,261.79,263.52,263.52,29183400
2020-09-17,258.28,261.5,250.19,254.82,254.82,31281400
2020-09-18,258.4,259.2,250.05,252.53,252.53,28130800
2020-09-21,247.54,249.95,244.13,248.15,248.15,24709400
2020-09-22,253.31,255.32,248.22,254.75,254.75,30293100
2020-09-23,255.26,257.99,248.15,249.02,249.02,19641300
2020-09-24,246.5,252.24,245.62,249.53,249.53,20006800
2020-09-25,249.4,255.75,246.61,254.82,254.82,18351300
2020-09-28,259.4,259.6,254.82,256.82,256.82,18826300
2020-09-29,257.81,263.33,256.9,261.79,261.79,20200200
2020-09-30,261.98,266.08,260.1,261.9,261.9,20142500
2020-10-01,265.35,268.33,264.8,266.63,266.63,20009800
2020-10-02,261.21,265.15,259.18,259.94,259.94,16367600
2020-10-05,262.2,264.87,260.84,264.65,264.65,12822300
2020-10-06,261.78,265.69,258.24,258.66,258.66,18696900
2020-10-07,259.21,260.18,254.82,258.12,258.12,23133400
2020-10-08,259.75,264.62,259.15,263.76,263.76,16312800
2020-10-09,264.52,264.75,262.17,264.45,264.45,14107800
2020-10-12,270.2,280.18,267.87,275.75,275.75,31019300
2020-10-13,277.58,279.1,273.39,276.14,276.14,18063300
2020-10-14,277.62,278.75,271.5,271.82,271.82,15577800
2020-10-15,267.6,269.04,263.67,266.72,266.72,15416100
2020-10-16,267.38,271.37,265.3,265.93,265.93,16622700
2020-10-19,265.53,268.55,259.88,261.4,261.4,13587000
2020-10-20,263.06,269.7,262.88,267.56,267.56,18763200
2020-10-21,279.56,283.05,276.37,278.73,278.73,28998600
2020-10-22,279.87,282.45,275.04,278.12,278.12,16720000
2020-10-23,278.8,285.24,276.82,284.79,284.79,17535200
2020-10-26,283.16,285.23,274.26,277.11,277.11,21322900
2020-10-27,278.76,284.51,276.31,283.29,283.29,16287200
2020-10-28,278.79,278.79,267.26,267.67,267.67,23121800
2020-10-29,276.55,283.6,273.78,280.83,280.83,32368100
2020-10-30,274.5,276.7,259.1,263.11,263.11,47247800
2020-11-02,264.6,270.47,257.34,261.36,261.36,27165700
2020-11-03,263.16,270.05,260.88,265.3,265.3,17961900
2020-11-04,281.0,288.94,278.62,287.38,287.38,35364400
2020-11-05,291.9,297.38,288.95,294.68,294.68,23823600
2020-11-06,293.95,294.6,288.06,293.41,293.41,13891000
2020-11-09,289.87,292.58,278.53,278.77,278.77,25117700
2020-11-10,273.1,274.0,264.0,272.43,272.43,29067700
2020-11-11,273.47,278.4,272.48,276.48,276.48,14957000
2020-11-12,277.18,279.75,274.43,275.08,275.08,12899500
2020-11-13,277.72,277.76,273.1,276.95,276.95,10391200
2020-11-16,275.05,279.41,274.63,278.96,278.96,12970400
2020-11-17,277.68,277.68,273.29,275.0,275.0,15040300
2020-11-18,274.52,277.39,271.84,271.97,271.97,12152900
2020-11-19,271.02,273.47,269.19,272.94,272.94,12963700
2020-11-20,272.56,273.0,269.41,269.7,269.7,18114700
2020-11-23,270.89,270.95,264.53,268.43,268.43,20990800
2020-11-24,268.49,277.82,267.87,276.92,276.92,16930400
2020-11-25,278.14,280.18,272.65,275.59,275.59,12467000
2020-11-27,277.39,279.13,274.82,277.81,277.81,7808400
2020-11-30,276.03,277.7,271.01,276.97,276.97,16693300
2020-12-01,279.16,289.3,278.96,286.55,286.55,20738900
2020-12-02,285.36,291.78,280.83,287.52,287.52,17361600
2020-12-03,286.25,286.65,281.07,281.85,281.85,12921700
2020-12-04,280.3,283.46,279.3,279.7,279.7,10880300
2020-12-07,279.19,288.49,278.2,285.58,285.58,13007700
2020-12-08,286.01,286.43,281.55,283.4,283.4,10747700
2020-12-09,283.66,287.63,271.75,277.92,277.92,25189700
2020-12-10,275.54,278.73,271.86,277.12,277.12,20065100
2020-12-11,274.53,276.48,270.25,273.55,273.55,14391400
2020-12-14,273.37,277.22,271.56,274.19,274.19,16376900
2020-12-15,274.83,276.08,267.47,275.55,275.55,23979500
2020-12-16,274.76,277.86,272.51,275.67,275.67,15885000
2020-12-17,277.07,280.44,273.61,274.48,274.48,16377800
